point_id,cluster
0,12
1,12
2,12
3,1
4,1
5,1
6,12
7,12
8,12
9,12
10,4
11,14
12,14
13,14
14,4
15,14
16,4
17,12
18,1
19,12
20,12
21,12
22,12
23,4
24,4
25,17
26,4
27,4
28,4
29,4
30,4
31,17
32,4
33,17
34,17
35,4
36,4
37,4
38,4
39,4
40,17
41,4
42,4
43,4
44,17
45,17
46,4
47,17
48,11
49,11
50,4
51,4
52,11
53,4
54,4
55,4
56,4
57,4
58,4
59,1
60,1
61,12
62,12
63,12
64,12
65,17
66,11
67,11
68,4
69,4
70,4
71,17
72,4
73,11
74,4
75,17
76,4
77,4
78,4
79,17
80,4
81,17
82,4
83,11
84,4
85,11
86,4
87,4
88,17
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,17
101,4
102,17
103,4
104,4
105,4
106,4
107,4
108,17
109,4
110,4
111,4
112,4
113,4
114,4
115,17
116,11
117,4
118,4
119,17
120,17
121,17
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,17
130,4
131,17
132,4
133,4
134,4
135,11
136,11
137,11
138,4
139,4
140,4
141,4
142,17
143,4
144,4
145,17
146,17
147,4
148,4
149,4
150,4
151,4
152,4
153,17
154,17
155,17
156,12
157,12
158,12
159,17
160,17
161,17
162,4
163,11
164,17
165,17
166,4
167,4
168,4
169,4
170,17
171,4
172,4
173,4
174,4
175,4
176,17
177,11
178,11
179,4
180,4
181,17
182,4
183,4
184,11
185,4
186,4
187,17
188,17
189,4
190,4
191,17
192,11
193,4
194,11
195,11
196,17
197,11
198,4
199,11
200,4
201,11
202,17
203,4
204,4
205,17
206,17
207,4
208,17
209,4
210,4
211,4
212,11
213,17
214,4
215,4
216,17
217,17
218,4
219,17
220,4
221,4
222,17
223,11
224,4
225,17
226,4
227,4
228,4
229,4
230,17
231,17
232,4
233,4
234,17
235,17
236,4
237,4
238,17
239,4
240,4
241,4
242,17
243,4
244,17
245,4
246,4
247,4
248,17
249,17
250,17
251,4
252,4
253,11
254,4
255,4
256,17
257,1
258,1
259,12
260,1
261,1
262,17
263,11
264,11
265,4
266,4
267,4
268,4
269,11
270,11
271,11
272,4
273,17
274,11
275,17
276,17
277,4
278,4
279,17
280,4
281,4
282,11
283,17
284,17
285,4
286,17
287,4
288,17
289,4
290,4
291,17
292,4
293,17
294,17
295,17
296,17
297,11
298,17
299,4
300,4
301,17
302,4
303,17
304,11
305,4
306,11
307,4
308,17
309,17
310,17
311,4
312,17
313,4
314,17
315,4
316,17
317,17
318,4
319,17
320,17
321,4
322,4
323,17
324,17
325,4
326,4
327,11
328,4
329,17
330,17
331,11
332,4
333,17
334,17
335,17
336,17
337,11
338,17
339,12
340,12
341,1
342,1
343,17
344,17
345,11
346,17
347,17
348,17
349,11
350,17
351,17
352,17
353,17
354,11
355,17
356,17
357,17
358,11
359,17
360,11
361,16
362,11
363,17
364,17
365,11
366,17
367,17
368,17
369,17
370,17
371,17
372,17
373,17
374,17
375,11
376,17
377,17
378,17
379,16
380,17
381,11
382,12
383,12
384,12
385,1
386,11
387,17
388,17
389,17
390,11
391,17
392,17
393,17
394,17
395,17
396,17
397,17
398,17
399,17
400,17
401,11
402,17
403,17
404,11
405,17
406,17
407,11
408,17
409,11
410,17
411,17
412,17
413,17
414,17
415,17
416,16
417,11
418,17
419,17
420,16
421,16
422,17
423,17
424,17
425,16
426,17
427,17
428,17
429,17
430,17
431,11
432,16
433,17
434,17
435,11
436,17
437,17
438,17
439,1
440,14
441,12
442,12
443,12
444,1
445,17
446,17
447,11
448,17
449,17
450,17
451,16
452,17
453,17
454,16
455,17
456,17
457,17
458,17
459,11
460,17
461,17
462,17
463,17
464,17
465,11
466,17
467,17
468,11
469,11
470,17
471,11
472,17
473,17
474,17
475,17
476,16
477,17
478,17
479,16
480,11
481,17
482,11
483,16
484,11
485,16
486,11
487,16
488,16
489,11
490,17
491,16
492,16
493,16
494,17
495,17
496,16
497,17
498,1
499,12
500,11
501,17
502,11
503,16
504,16
505,17
506,16
507,16
508,17
509,11
510,17
511,16
512,11
513,17
514,16
515,16
516,17
517,17
518,11
519,16
520,17
521,11
522,17
523,16
524,16
525,11
526,16
527,11
528,17
529,16
530,16
531,16
532,16
533,16
534,11
535,17
536,16
537,16
538,11
539,16
540,17
541,16
542,17
543,11
544,17
545,16
546,17
547,11
548,17
549,11
550,16
551,17
552,16
553,16
554,16
555,11
556,17
557,16
558,16
559,16
560,17
561,17
562,16
563,16
564,16
565,16
566,16
567,16
568,11
569,16
570,11
571,12
572,12
573,1
574,12
575,12
576,17
577,16
578,16
579,16
580,11
581,11
582,16
583,17
584,11
585,16
586,16
587,16
588,11
589,11
590,17
591,16
592,16
593,16
594,16
595,16
596,11
597,16
598,11
599,11
600,16
601,16
602,16
603,16
604,16
605,16
606,16
607,16
608,11
609,16
610,16
611,16
612,11
613,16
614,16
615,11
616,16
617,11
618,16
619,11
620,11
621,16
622,11
623,16
624,16
625,16
626,16
627,11
628,11
629,16
630,16
631,16
632,16
633,16
634,11
635,16
636,11
637,11
638,16
639,11
640,11
641,6
642,1
643,12
644,1
645,16
646,16
647,11
648,16
649,16
650,16
651,11
652,16
653,16
654,16
655,16
656,16
657,16
658,16
659,11
660,16
661,16
662,11
663,16
664,16
665,16
666,11
667,16
668,16
669,11
670,16
671,16
672,16
673,16
674,11
675,16
676,11
677,16
678,16
679,16
680,11
681,11
682,16
683,16
684,16
685,11
686,16
687,16
688,16
689,16
690,11
691,16
692,16
693,16
694,11
695,11
696,11
697,16
698,16
699,16
700,16
701,16
702,11
703,16
704,16
705,16
706,16
707,11
708,16
709,16
710,16
711,11
712,16
713,16
714,16
715,11
716,16
717,16
718,16
719,1
720,12
721,1
722,16
723,16
724,16
725,16
726,11
727,16
728,11
729,16
730,11
731,16
732,16
733,16
734,16
735,16
736,16
737,16
738,16
739,11
740,16
741,11
742,11
743,16
744,11
745,16
746,11
747,16
748,16
749,16
750,16
751,16
752,11
753,16
754,11
755,11
756,16
757,11
758,16
759,16
760,16
761,16
762,16
763,6
764,6
765,12
766,1
767,11
768,11
769,16
770,16
771,16
772,16
773,16
774,11
775,11
776,11
777,11
778,16
779,11
780,11
781,16
782,16
783,16
784,11
785,16
786,16
787,16
788,16
789,16
790,16
791,16
792,16
793,16
794,16
795,16
796,11
797,11
798,16
799,16
800,16
801,16
802,16
803,16
804,12
805,1
806,6
807,14
808,6
809,16
810,16
811,16
812,16
813,16
814,16
815,11
816,11
817,16
818,16
819,16
820,16
821,16
822,16
823,16
824,16
825,16
826,16
827,14
828,6
829,12
830,16
831,16
832,16
833,16
834,16
835,16
836,16
837,16
838,16
839,16
840,16
841,16
842,16
843,6
844,16
845,16
846,10
847,10
848,10
849,10
850,10
851,10
852,10
853,10
854,10
855,10
856,10
857,10
858,10
859,10
860,10
861,10
862,10
863,10
864,10
865,6
866,12
867,1
868,6
869,10
870,10
871,10
872,10
873,10
874,10
875,10
876,10
877,10
878,10
879,10
880,10
881,5
882,10
883,10
884,10
885,5
886,5
887,10
888,10
889,10
890,10
891,5
892,10
893,10
894,10
895,10
896,5
897,10
898,5
899,1
900,6
901,6
902,10
903,5
904,10
905,10
906,5
907,10
908,10
909,5
910,5
911,5
912,5
913,10
914,10
915,5
916,5
917,10
918,10
919,10
920,10
921,10
922,5
923,10
924,5
925,5
926,10
927,5
928,5
929,10
930,5
931,10
932,5
933,10
934,5
935,10
936,5
937,5
938,5
939,5
940,10
941,5
942,10
943,5
944,10
945,5
946,10
947,5
948,5
949,10
950,5
951,5
952,1
953,5
954,5
955,10
956,10
957,10
958,5
959,5
960,5
961,5
962,10
963,5
964,5
965,5
966,5
967,5
968,5
969,10
970,10
971,10
972,5
973,5
974,5
975,10
976,10
977,5
978,5
979,10
980,5
981,5
982,5
983,5
984,5
985,5
