25,1900,25.7416,12.9862
25,2400,16.1891,295.054
50,1000,13.0958,29.546
50,1450,15.858,441.482
50,1900,20.7927,187.458
50,2400,31.1559,56.6422
75,1000,21.4656,47.4485
75,1450,27.7504,546.605
75,1900,29.1881,754.538
75,2400,50.1853,940.482
100,1000,18.2082,405.974
100,1450,31.6324,102.408
100,1900,55.29,896.304
100,2400,56.8366,760.021
125,1000,24.5831,66.7149
125,1450,67.4299,318.818
125,1900,56.0864,431.758
125,2400,79.8258,1779.46
150,1000,25.0159,101.733
150,1450,59.612,26.8634
150,1900,50.2246,1223.61
150,2400,65.3151,1664.35
200,1000,24.9746,91.729
200,1450,43.4123,170.306
200,1900,95.1076,897.792
200,2400,93.6757,859.035
5,1000,0.541806,55.9229
5,1450,1.55436,5.36807
5,1900,1.9003,4.43082
5,2400,3.64742,5.96423
15,1000,2.89546,97.1603
15,1450,4.07841,134.381
15,1900,9.39735,165.773
15,2400,15.5251,185.278
25,1000,3.5658,14.4756
25,1450,5.58662,15.0803
25,1900,20.5585,35.6934
25,2400,10.4864,293.956
50,1000,12.4522,20.8039
50,1450,14.9295,242.965
50,1900,40.6134,77.8899
50,2400,86.008,260.427
75,1000,13.5126,68.9072
75,1450,25.0487,719.167
75,1900,33.8453,401.749
75,2400,35.8513,632.862
100,1000,15.7237,379.288
100,1450,37.4408,200.236
100,1900,51.7281,1013.73
100,2400,61.6112,1382.9
125,1000,21.7903,29.7162
125,1450,41.5944,738.257
125,1900,61.767,625.02
125,2400,82.952,1843.37
150,1000,16.9835,29.8594
150,1450,47.2303,1050.41
150,1900,46.6558,1898.09
150,2400,74.3573,597.609
200,1000,33.2086,168.561
200,1450,63.7271,804.806
200,1900,73.4081,2043.87
200,2400,98.7585,2870.79
