15,2050,8.2829,20.0986
15,2200,11.5142,211.637
15,2400,13.4507,266.343
25,1000,3.55993,55.6928
25,1150,7.12404,158.398
25,1300,5.87064,18.7324
25,1450,5.23131,153.697
25,1600,11.2513,224.76
25,1750,10.9496,265.414
25,1900,9.3297,16.5832
25,2050,10.1549,52.9729
25,2200,9.61253,24.109
25,2400,10.8477,326.478
50,1000,11.1083,125.176
50,1150,15.2471,21.357
50,1300,22.0804,10.198
50,1450,21.5308,19.887
50,1600,27.991,495.026
50,1750,20.9402,243.612
50,1900,35.2217,28.2187
50,2050,37.9817,405.657
50,2200,41.5112,73.1027
50,2400,23.7106,515.259
75,1000,12.4268,18.3052
75,1150,15.4443,396.91
75,1300,17.2913,313.017
75,1450,19.6012,346.874
75,1600,31.072,63.6499
75,1750,42.7338,607.548
75,1900,33.1756,601.181
75,2050,39.5363,379.468
75,2200,26.8698,1019.14
75,2400,74.2709,623.241
