5,1000,3.28171,2.03653
5,1000,0.00013,2.71543
5,1150,3e-05,1.99121
5,1300,3e-05,1.22468
5,1450,4e-05,3.65574
5,1600,3e-05,2.48514
5,1750,2e-05,2.30396
5,1900,3e-05,3.25828
5,2050,3e-05,4.74551
5,2200,2e-05,4.9306
5,2400,2e-05,3.42205
15,1000,3e-05,12.5159
5,1000,0.00013,1.28468
5,1150,4e-05,2.98787
5,1300,4e-05,4.16404
5,1450,3e-05,2.47163
5,1600,3e-05,2.53831
5,1750,2e-05,2.78827
5,1900,2e-05,3.91545
5,2050,2e-05,2.63064
5,2200,2e-05,3.72904
5,2400,2e-05,2.40658
15,1000,3e-05,12.7661
15,1150,3e-05,5.85755
5,1000,0.00013,2.16274
5,1000,0.00013,1.85976
5,1150,4e-05,1.61418
5,1300,3e-05,4.68606
5,1450,3.1e-05,3.46493
5,1600,2e-05,4.01842
5,1750,2e-05,2.09949
5,1000,0.00012,45.9342
5,1150,2e-05,52.5559
5,1300,3e-05,1.34936
5,1450,3e-05,70.7406
5,1600,3e-05,73.5942
5,1750,2e-05,72.8509
5,1900,2e-05,3.63943
5,2050,2e-05,94.7758
5,2200,3e-05,91.1477
5,2400,2.1e-05,2.81599
15,1000,2e-05,109.337
15,1150,2e-05,84.7183
15,1300,2e-05,127.161
15,1450,2e-05,126.69
15,1600,3e-05,4.64526
15,1750,2e-05,140.796
15,1900,2e-05,168.753
15,2050,2e-05,221.197
15,2200,3e-05,8.95655
15,2400,2e-05,185.791
25,1000,2.1e-05,105.393
25,1150,2e-05,9.3258
25,1300,2e-05,207.595
25,1450,2e-05,35.6028
25,1600,2e-05,27.5789
25,1750,2e-05,38.7959
25,1900,2e-05,205.407
25,2050,2e-05,165.059
25,2200,2e-05,30.445
25,2400,2e-05,212.444
50,1000,2e-05,16.7033
50,1150,3e-05,247.697
50,1300,2e-05,34.1485
50,1450,3e-05,12.9391
50,1600,2e-05,448.597
50,1750,3e-05,52.8634
50,1900,3e-05,298.244
50,2050,2e-05,332.768
50,2200,2e-05,58.371
50,2400,2e-05,809.835
75,1000,3e-05,40.1763
75,1150,2e-05,453.126
75,1300,3e-05,29.2808
75,1450,2e-05,356.628
75,1600,3e-05,140.479
75,1750,2e-05,401.713
75,1900,2e-05,723.857
75,2050,2e-05,694.842
75,2200,3e-05,819.169
75,2400,3e-05,1050.72
5,1000,3.21317,0.993781
5,1150,1.48967,4.73258
5,1300,2.49978,2.30919
5,1450,0.764098,1.14002
5,1600,2.05911,1.95666
5,1750,3.13036,1.05708
5,1900,1.61472,5.17604
5,2050,1.4148,2.78937
5,2200,6.56039,3.41186
5,2400,2.37602,96.5077
15,1000,5.53055,93.6718
15,1150,3.71638,4.07107
15,1300,2.75343,3.8883
15,1450,4.53602,121.773
15,1600,3.37356,175.123
15,1750,5.88206,163.997
15,1900,6.45999,137.262
15,2050,10.8619,158.728
15,2200,10.7817,25.267
15,2400,21.9552,16.2648
25,1000,5.23805,18.6487
25,1150,6.71458,5.58015
25,1300,10.0101,211.844
25,1450,5.54963,6.86536
25,1600,11.2163,173.929
25,1750,10.3329,212.146
25,1900,22.1903,240.748
25,2050,10.6726,31.5578
25,2200,14.0254,169.314
25,2400,14.1386,47.5092
50,1000,10.0346,137.772
50,1150,21.2568,60.094
50,1300,20.0521,35.0878
50,1450,17.8045,53.8947
50,1600,17.1021,123.533
50,1750,18.3957,52.7961
50,1900,25.9778,14.6715
50,2050,34.4306,323.076
50,2200,26.3407,89.3229
50,2400,37.0856,259.929
75,1000,17.795,22.5636
75,1150,16.5783,205.295
75,1300,18.7127,51.6778
75,1450,21.0394,106.611
75,1600,36.0504,414.172
75,1750,33.8176,79.2757
75,1900,30.859,126.371
75,2050,56.4358,76.6118
75,2200,35.7786,528.186
75,2400,43.8531,308.731
5,1000,0.720898,1.5494
5,1150,2.12158,2.54633
5,1300,1.03671,2.75519
5,1450,2.39103,1.5097
5,1600,1.29574,7.83767
5,1750,1.71005,89.2652
5,1900,2.18707,1.84597
5,2050,2.5049,8.59174
5,2200,2.51209,104.464
5,2400,1.82304,5.47733
15,1000,3.70947,8.43782
15,1150,4.89191,99.348
15,1300,3.01949,6.43264
15,1450,8.46352,11.7467
15,1600,3.21833,114.544
15,1750,5.42155,136.477
15,1900,7.54695,164.011
15,2050,14.155,15.3322
15,2200,8.72085,215.348
15,2400,10.1225,210.29
25,1000,7.31002,16.4582
25,1150,7.73326,175.033
25,1300,6.87918,49.2689
25,1450,9.52582,264.364
25,1600,6.619,236.769
25,1750,7.98034,7.31971
25,1900,19.495,226.158
25,2050,7.19093,229.883
25,2200,13.2506,215.468
25,2400,11.8697,31.743
50,1000,12.5526,8.37544
50,1150,15.7867,79.3666
50,1300,21.7914,473.569
50,1450,21.2641,190.446
50,1600,30.4898,108.197
50,1750,14.6619,469.144
50,1900,28.0095,316.79
50,2050,28.9111,112.522
50,2200,32.7311,139.301
50,2400,35.174,654.25
75,1000,11.368,127.514
75,1150,16.515,309.518
75,1300,17.3842,582.645
75,1450,22.2737,56.2167
75,1600,33.1171,378.014
75,1750,23.2041,401.122
75,1900,30.9746,831.177
75,2050,37.6902,569.868
75,2200,35.8132,761.759
75,2400,41.7216,549.573
5,1000,0.716257,6.66209
5,1150,1.75952,1.62006
5,1300,1.78057,4.40122
5,1450,1.28784,1.13055
5,1600,1.5564,70.5866
5,1750,3.29076,4.24249
5,1900,3.59844,3.35909
5,2050,3.09429,3.49992
5,2200,2.68721,5.77283
5,2400,3.85522,6.08188
15,1000,1.80309,74.1704
15,1150,4.43897,84.9438
15,1300,3.90251,4.55885
15,1450,5.52096,148.308
15,1600,2.44873,110.007
15,1750,12.1506,172.052
15,1900,4.93488,5.43713
15,2050,6.48219,14.408
15,2200,6.42024,187.387
15,2400,10.2492,24.8714
25,1000,4.30206,112.949
25,1150,3.66608,98.0721
25,1300,9.93504,187.835
25,1450,10.008,170.588
25,1600,10.7301,70.1546
25,1750,11.561,303.309
25,1900,16.151,8.83933
25,2050,18.7991,53.3565
25,2200,16.2679,344.283
25,2400,13.1876,46.3432
50,1000,16.0977,25.1305
50,1150,10.6087,214.671
50,1300,20.5165,209.852
50,1450,17.2615,94.4578
50,1600,48.8556,403.811
50,1750,25.0426,312.386
50,1900,37.1838,36.7579
50,2050,35.3437,452.263
50,2200,27.9052,137.659
50,2400,31.8822,696.983
75,1000,13.4853,236.527
75,1150,21.0968,149.08
75,1300,17.2528,191.084
75,1450,34.1311,462.043
75,1600,27.9162,21.6978
75,1750,41.3415,568.113
75,1900,32.9383,813.072
75,2050,35.4752,94.0306
75,2200,51.5486,694.39
75,2400,39.1808,445.042
5,1000,3.18213,2.03128
5,1150,2.25616,3.9504
5,1300,1.53713,1.77102
5,1450,0.958936,69.4836
5,1600,1.10729,3.72842
5,1750,1.75049,1.74607
5,1900,1.90487,2.3023
5,2050,2.34337,2.87294
5,2200,3.72845,3.11897
5,2400,3.82576,93.8903
15,1000,2.02523,7.32167
15,1150,5.98767,3.86379
15,1300,2.91363,4.09359
15,1450,6.21941,121.597
15,1600,4.49335,125.759
15,1750,7.44219,160.478
15,1900,10.916,166.729
