point_id,cluster
0,5
1,5
2,5
3,0
4,0
5,0
6,5
7,5
8,5
9,5
10,16
11,5
12,16
13,5
14,16
15,5
16,16
17,5
18,0
19,5
20,5
21,5
22,5
23,16
24,16
25,17
26,16
27,16
28,16
29,16
30,16
31,17
32,16
33,17
34,17
35,16
36,16
37,16
38,16
39,16
40,17
41,16
42,16
43,16
44,17
45,17
46,16
47,17
48,11
49,11
50,16
51,16
52,11
53,16
54,16
55,16
56,16
57,16
58,16
59,0
60,0
61,5
62,5
63,5
64,5
65,17
66,11
67,11
68,16
69,16
70,16
71,17
72,16
73,11
74,16
75,17
76,16
77,16
78,16
79,17
80,16
81,17
82,16
83,11
84,16
85,11
86,16
87,16
88,17
89,16
90,16
91,16
92,16
93,16
94,16
95,16
96,16
97,16
98,16
99,16
100,17
101,16
102,17
103,16
104,16
105,16
106,16
107,16
108,17
109,16
110,16
111,16
112,16
113,16
114,16
115,17
116,11
117,16
118,16
119,17
120,17
121,17
122,16
123,16
124,16
125,16
126,16
127,16
128,16
129,17
130,16
131,17
132,16
133,16
134,16
135,11
136,11
137,11
138,16
139,16
140,16
141,16
142,17
143,16
144,16
145,17
146,17
147,16
148,16
149,16
150,16
151,16
152,16
153,17
154,17
155,17
156,5
157,5
158,5
159,17
160,17
161,17
162,16
163,11
164,17
165,17
166,16
167,16
168,16
169,16
170,17
171,16
172,16
173,16
174,16
175,16
176,17
177,11
178,11
179,16
180,16
181,17
182,16
183,16
184,11
185,16
186,16
187,17
188,17
189,16
190,16
191,17
192,11
193,16
194,11
195,11
196,17
197,11
198,16
199,11
200,16
201,11
202,17
203,16
204,16
205,17
206,17
207,16
208,17
209,16
210,16
211,16
212,11
213,17
214,16
215,16
216,17
217,17
218,16
219,17
220,16
221,16
222,17
223,11
224,16
225,17
226,16
227,16
228,16
229,16
230,17
231,17
232,16
233,16
234,17
235,17
236,16
237,16
238,17
239,16
240,16
241,16
242,17
243,16
244,17
245,16
246,16
247,16
248,17
249,17
250,17
251,16
252,16
253,11
254,16
255,16
256,17
257,0
258,0
259,5
260,0
261,0
262,17
263,11
264,11
265,16
266,16
267,16
268,16
269,11
270,11
271,11
272,16
273,17
274,11
275,17
276,17
277,16
278,16
279,17
280,16
281,16
282,11
283,17
284,17
285,16
286,17
287,16
288,17
289,16
290,16
291,17
292,16
293,17
294,17
295,17
296,17
297,11
298,17
299,16
300,16
301,17
302,16
303,17
304,11
305,16
306,11
307,16
308,17
309,17
310,17
311,16
312,17
313,16
314,17
315,16
316,17
317,17
318,16
319,17
320,17
321,16
322,16
323,17
324,17
325,16
326,16
327,11
328,16
329,17
330,17
331,11
332,16
333,17
334,17
335,17
336,17
337,11
338,17
339,5
340,5
341,0
342,0
343,17
344,17
345,11
346,17
347,17
348,17
349,11
350,17
351,17
352,17
353,17
354,11
355,17
356,17
357,17
358,11
359,17
360,11
361,10
362,11
363,17
364,17
365,11
366,17
367,17
368,17
369,17
370,17
371,17
372,17
373,17
374,17
375,11
376,17
377,17
378,17
379,10
380,17
381,11
382,5
383,5
384,5
385,0
386,11
387,17
388,17
389,17
390,11
391,17
392,17
393,17
394,17
395,17
396,17
397,17
398,17
399,17
400,17
401,11
402,17
403,17
404,11
405,17
406,17
407,11
408,17
409,11
410,17
411,17
412,17
413,17
414,17
415,17
416,10
417,11
418,17
419,17
420,10
421,10
422,17
423,17
424,17
425,10
426,17
427,17
428,17
429,17
430,17
431,11
432,10
433,17
434,17
435,11
436,17
437,17
438,17
439,0
440,5
441,5
442,5
443,5
444,0
445,17
446,17
447,11
448,17
449,17
450,17
451,10
452,17
453,17
454,10
455,17
456,17
457,17
458,17
459,11
460,17
461,17
462,17
463,17
464,17
465,11
466,17
467,17
468,11
469,11
470,17
471,11
472,17
473,17
474,17
475,17
476,10
477,17
478,17
479,10
480,11
481,17
482,11
483,10
484,11
485,10
486,11
487,10
488,10
489,11
490,17
491,10
492,10
493,10
494,17
495,17
496,10
497,17
498,0
499,5
500,11
501,17
502,11
503,10
504,10
505,17
506,10
507,10
508,17
509,11
510,17
511,10
512,11
513,17
514,10
515,10
516,17
517,17
518,11
519,10
520,17
521,11
522,17
523,10
524,10
525,11
526,10
527,11
528,17
529,10
530,10
531,10
532,10
533,10
534,11
535,17
536,10
537,10
538,11
539,10
540,17
541,10
542,17
543,11
544,17
545,10
546,17
547,11
548,17
549,11
550,10
551,17
552,10
553,10
554,10
555,11
556,17
557,10
558,10
559,10
560,17
561,17
562,10
563,10
564,10
