point_id,cluster
0,2
1,2
2,2
3,1
4,1
5,1
6,2
7,2
8,2
9,2
10,0
11,3
12,3
13,3
14,0
15,3
16,0
17,2
18,1
19,2
20,2
21,2
22,2
23,0
24,0
25,3
26,0
27,0
28,0
29,0
30,0
31,3
32,0
33,3
34,3
35,0
36,0
37,0
38,0
39,0
40,3
41,0
42,0
43,0
44,3
45,3
46,0
47,3
48,8
49,8
50,0
51,0
52,8
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,2
62,2
63,2
64,2
65,3
66,8
67,8
68,0
69,0
70,0
71,3
72,0
73,8
74,0
75,3
76,0
77,0
78,0
79,3
80,0
81,3
82,0
83,8
84,0
85,8
86,0
87,0
88,3
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,3
101,0
102,3
103,0
104,0
105,0
106,0
107,0
108,3
109,0
110,0
111,0
112,0
113,0
114,0
115,3
116,8
117,0
118,0
119,3
120,3
121,3
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,3
130,0
131,3
132,0
133,0
134,0
135,8
136,8
137,8
138,0
139,0
140,0
141,0
142,3
143,0
144,0
145,3
146,3
147,0
148,0
149,0
150,0
151,0
152,0
153,3
154,3
155,3
156,2
157,2
158,2
159,3
160,3
161,3
162,0
163,8
164,3
165,3
166,0
167,0
168,0
169,0
170,3
171,0
172,0
173,0
174,0
175,0
176,3
177,8
178,8
179,0
180,0
181,3
182,0
183,0
184,8
185,0
186,0
187,3
188,3
189,0
190,0
191,3
192,8
193,0
194,8
195,8
196,3
197,8
198,0
199,8
200,0
201,8
202,3
203,0
204,0
205,3
206,3
207,0
208,3
209,0
210,0
211,0
212,8
213,3
214,0
215,0
216,3
217,3
218,0
219,3
220,0
221,0
222,3
223,8
224,0
225,3
226,0
227,0
228,0
229,0
230,3
231,3
232,0
233,0
234,3
235,3
236,0
237,0
238,3
239,0
240,0
241,0
242,3
243,0
244,7
245,0
246,0
247,0
248,3
249,3
250,3
251,0
252,0
253,8
254,0
255,0
256,7
257,1
258,1
259,2
260,1
261,1
262,3
263,8
264,8
265,0
266,0
267,0
268,0
269,8
270,8
271,8
272,0
273,3
274,8
275,3
276,3
277,0
278,0
279,3
280,0
281,0
282,8
283,3
284,3
285,0
286,3
287,0
288,3
289,0
290,0
291,3
292,0
293,3
294,3
295,3
296,3
297,8
298,3
299,0
300,0
301,7
302,0
303,7
304,8
305,0
306,8
307,0
308,3
309,3
310,3
311,0
312,3
313,0
314,3
315,0
316,3
317,3
318,0
319,3
320,7
321,0
322,0
323,3
324,3
325,0
326,0
327,8
328,0
329,3
330,3
331,8
332,0
333,3
334,3
335,3
336,3
337,8
338,3
339,2
340,2
341,1
342,1
343,7
344,3
345,8
346,3
347,3
348,7
349,8
350,3
351,3
352,3
353,3
354,8
355,3
356,3
357,3
358,8
359,7
360,8
361,16
362,8
363,3
364,3
365,8
366,3
367,7
368,3
369,3
370,7
371,3
372,7
373,3
374,3
375,8
376,3
377,3
378,7
379,16
380,3
381,8
382,2
383,2
384,2
385,1
386,8
387,7
388,7
389,7
390,8
391,3
392,3
393,3
394,3
395,3
396,3
397,7
398,3
399,3
400,3
401,8
402,3
403,3
404,8
405,3
406,7
407,8
408,3
409,8
410,7
411,3
412,3
413,7
414,7
415,7
416,16
417,8
418,3
419,7
420,16
421,16
422,7
423,7
424,7
425,16
426,3
427,7
428,7
429,7
430,3
431,8
432,16
433,7
434,7
435,8
436,3
437,7
438,7
439,1
440,2
441,2
442,2
443,2
444,1
445,7
446,16
447,8
448,7
449,7
450,7
451,16
452,7
453,16
454,16
455,7
456,7
457,3
458,7
459,8
460,3
461,7
462,7
463,7
464,7
465,8
466,3
467,7
468,8
469,8
470,3
471,8
472,7
473,7
474,7
475,7
476,16
477,7
478,3
479,16
480,8
481,7
482,8
483,16
484,8
485,16
486,8
487,16
488,16
489,8
490,7
491,16
492,16
493,16
494,7
495,3
496,16
497,7
498,1
499,2
500,8
501,7
502,8
503,16
504,16
505,7
506,16
507,16
508,7
509,8
510,7
511,16
512,8
513,7
514,16
515,16
516,7
517,16
518,8
519,16
520,7
521,8
522,7
523,16
524,16
525,8
526,16
527,8
528,7
529,16
530,16
531,16
532,16
533,16
534,8
535,7
536,16
537,16
538,8
539,16
540,7
541,16
542,7
543,8
544,7
545,16
