point_id,cluster
0,5
1,5
2,5
3,7
4,7
5,7
6,5
7,5
8,5
9,5
10,7
11,13
12,13
13,13
14,7
15,13
16,7
17,5
18,13
19,5
20,5
21,5
22,5
23,7
24,7
25,8
26,7
27,7
28,7
29,7
30,7
31,8
32,7
33,8
34,8
35,7
36,7
37,7
38,7
39,7
40,8
41,7
42,7
43,7
44,8
45,8
46,7
47,8
48,9
49,9
50,7
51,7
52,9
53,7
54,7
55,7
56,7
57,7
58,7
59,13
60,13
61,5
62,5
63,13
64,5
65,8
66,9
67,9
68,7
69,7
70,7
71,8
72,7
73,9
74,7
75,8
76,7
77,7
78,7
79,8
80,7
81,8
82,7
83,9
84,7
85,9
86,7
87,7
88,8
89,7
90,7
91,7
92,7
93,7
94,7
95,7
96,7
97,7
98,7
99,7
100,8
101,7
102,8
103,7
104,7
105,7
106,7
107,7
108,8
109,7
110,7
111,7
112,7
113,7
114,7
115,8
116,9
117,7
118,7
119,8
120,8
121,8
122,7
123,7
124,7
125,7
126,7
127,7
128,7
129,8
130,7
131,8
132,7
133,7
134,7
135,9
136,9
137,9
138,7
139,7
140,7
141,7
142,8
143,7
144,7
145,8
146,8
147,7
148,7
149,7
150,7
151,7
152,7
153,8
154,8
155,8
156,5
157,5
158,5
159,8
160,8
161,8
162,7
163,9
164,8
165,8
166,7
167,7
168,7
169,7
170,8
171,7
172,7
173,7
174,7
175,7
176,8
177,9
178,9
179,7
180,7
181,8
182,7
183,7
184,9
185,7
186,7
187,8
188,8
189,7
190,7
191,8
192,9
193,7
194,9
195,9
196,8
197,9
198,7
199,9
200,7
201,9
202,8
203,7
204,7
205,8
206,8
207,7
208,8
209,7
210,7
211,7
212,9
213,8
214,7
215,7
216,8
217,8
218,7
219,8
220,7
221,7
222,8
223,9
224,7
225,8
226,7
227,7
228,7
229,7
230,8
231,8
232,7
233,7
234,8
235,8
236,7
237,7
238,8
239,7
240,7
241,7
242,8
243,7
244,8
245,7
246,7
247,7
248,8
249,8
250,8
251,7
252,7
253,9
254,7
255,7
256,8
257,7
258,13
259,5
260,13
261,7
262,8
263,9
264,9
265,7
266,7
267,7
268,7
269,9
270,9
271,9
272,7
273,8
274,9
275,8
276,8
277,7
278,7
279,8
280,7
281,7
282,9
283,8
284,8
285,7
286,8
287,7
288,8
289,7
290,7
291,8
292,7
293,8
294,8
295,8
296,8
297,9
298,8
299,7
300,7
301,8
302,7
303,8
304,9
305,7
306,9
307,7
308,8
309,8
310,8
311,7
312,8
313,7
314,8
315,7
316,8
317,8
318,7
319,8
320,8
321,7
322,7
323,8
324,8
325,7
326,7
327,9
328,7
329,8
330,8
331,9
332,7
333,8
334,8
335,8
336,8
337,9
338,8
339,13
340,13
341,7
342,7
343,8
344,8
345,9
346,8
347,8
348,8
349,9
350,8
351,8
352,8
353,8
354,9
355,8
356,8
357,8
358,9
359,8
360,9
361,14
362,9
363,8
364,8
365,9
366,8
367,8
368,8
369,8
370,8
371,8
372,8
373,8
374,8
375,9
376,8
377,8
378,8
379,14
380,8
381,9
382,13
383,5
384,5
385,7
386,9
387,8
388,8
389,8
390,9
391,8
392,8
393,8
394,8
395,8
396,8
397,8
398,8
399,8
400,8
401,9
402,8
403,8
404,9
405,8
406,8
407,9
408,8
409,9
410,8
411,8
412,8
413,8
414,8
415,8
416,14
417,9
418,8
419,8
420,14
421,14
422,8
423,8
424,8
425,14
426,8
427,8
428,8
429,8
430,8
431,9
432,14
433,8
434,8
435,9
436,8
437,8
438,8
439,7
440,13
441,13
442,5
443,13
444,7
445,8
446,8
447,9
448,8
449,8
450,8
451,14
452,8
453,8
454,14
455,8
456,8
457,8
458,8
459,11
460,8
461,8
462,8
463,8
464,8
465,11
466,8
467,8
468,11
469,11
470,8
471,11
472,8
473,8
474,8
475,8
476,14
477,8
478,8
479,14
480,11
481,8
482,11
483,14
484,11
485,14
486,11
487,14
488,14
489,11
490,8
491,14
492,14
493,14
494,8
495,8
496,14
497,8
498,7
499,5
500,11
501,8
502,11
503,14
504,14
505,8
506,14
507,14
508,8
509,11
510,8
511,14
512,11
513,8
514,14
515,14
516,8
517,8
518,11
519,14
520,8
521,11
522,8
523,14
524,14
525,11
526,14
527,11
528,8
529,14
530,14
531,14
532,14
533,14
534,11
535,8
536,14
537,14
538,11
539,14
540,8
541,14
542,8
543,11
544,8
545,14
546,8
547,11
548,8
549,11
550,14
551,8
552,14
553,14
554,14
555,11
556,8
557,14
558,14
559,14
560,8
561,8
562,14
563,14
564,14
